"loss.id","year","1","2","3","4","5","6","7","8","9","10","11","12","13","14"
72,2,376667.228667962,427500.391160913,469133.013688711,512905.772955354,551560.305718537,576579.802464162,612004.32038125,612004.32038125,612004.32038125,612004.32038125,612004.32038125,612004.32038125,612004.32038125,NA
73,2,391509.773787021,448827.419039176,492469.47793095,527012.171754411,542427.414089107,556802.443822963,567955.813039556,567955.813039556,567955.813039556,567955.813039556,567955.813039556,567955.813039556,567955.813039556,NA
74,2,208506.865883712,328009.370914295,367588.136374063,422604.796536945,448388.932840552,485955.329621701,511186.814217419,511186.814217419,511186.814217419,511186.814217419,511186.814217419,511186.814217419,511186.814217419,NA
75,2,536401.006902279,645412.495677702,686228.658770734,727320.935491947,787039.915901565,808347.402293818,831218.780831435,831218.780831435,831218.780831435,831218.780831435,831218.780831435,831218.780831435,831218.780831435,NA
76,2,453912.663075161,572016.409767872,616678.611543536,655933.098738217,690288.146984171,717648.297514813,757395.235305465,757395.235305465,757395.235305465,757395.235305465,757395.235305465,757395.235305465,757395.235305465,NA
77,2,445859.936209775,513009.971376008,555152.076681454,592620.533133605,617614.341470089,637093.953659837,662907.608482006,662907.608482006,662907.608482006,662907.608482006,662907.608482006,662907.608482006,662907.608482006,NA
78,2,498808.928236519,629899.415365638,695207.531573861,760783.011926277,803332.799963052,846147.20896231,872403.563650475,872403.563650475,872403.563650475,872403.563650475,872403.563650475,872403.563650475,872403.563650475,NA
79,2,370243.46413948,479298.136922733,521077.881206709,574881.415665609,596833.812972436,624746.959335741,646410.488551384,646410.488551384,646410.488551384,646410.488551384,646410.488551384,646410.488551384,646410.488551384,NA
80,2,481716.860866174,508416.382400453,530400.716040609,542872.338891513,564535.095978381,572450.674858867,582619.999473143,582619.999473143,582619.999473143,582619.999473143,582619.999473143,582619.999473143,582619.999473143,NA
81,2,465955.060432392,515363.058841934,536811.938420703,564523.874404792,585956.793253802,597065.848526084,608102.629851698,608102.629851698,608102.629851698,608102.629851698,608102.629851698,608102.629851698,608102.629851698,NA
82,2,329805.661656853,418162.53699912,443526.97234998,477204.527967639,507311.433719984,521117.567184561,535984.904914141,535984.904914141,535984.904914141,535984.904914141,535984.904914141,535984.904914141,535984.904914141,NA
83,2,569255.265024059,595454.647072857,614506.25404433,628962.605417043,638353.104522981,645856.954067127,655507.986542722,655507.986542722,655507.986542722,655507.986542722,655507.986542722,655507.986542722,655507.986542722,NA
84,2,363335.626582997,409788.430030362,455738.948518833,497532.652358042,526052.128894584,552978.115170743,580254.068070103,580254.068070103,580254.068070103,580254.068070103,580254.068070103,580254.068070103,580254.068070103,NA
85,2,570525.865196987,611808.930035687,626410.945982595,642369.607395288,655562.847218107,662873.148074839,671529.458741351,671529.458741351,671529.458741351,671529.458741351,671529.458741351,671529.458741351,671529.458741351,NA
86,2,378670.236140168,432868.530903706,458968.391431977,472359.657933269,499678.24030936,523655.661728047,542862.519894692,542862.519894692,542862.519894692,542862.519894692,542862.519894692,542862.519894692,542862.519894692,NA
87,2,900495.379751573,939683.41316533,964716.43018545,982765.605295423,1003184.3293381,1018597.14688174,1036433.47594064,1036433.47594064,1036433.47594064,1036433.47594064,1036433.47594064,1036433.47594064,1036433.47594064,NA
88,2,704023.495352501,737407.076363033,752914.843629063,772845.736668981,785688.249520943,802705.519630961,816321.025524584,816321.025524584,816321.025524584,816321.025524584,816321.025524584,816321.025524584,816321.025524584,NA
89,2,406840.48139728,448418.5080761,463418.966817347,485176.723404822,499365.460271846,506046.480840722,515901.929514188,515901.929514188,515901.929514188,515901.929514188,515901.929514188,515901.929514188,515901.929514188,NA
90,2,543935.831778225,693065.023276472,775874.396411001,822828.832832481,849602.419522324,882775.30826663,915012.158192638,915012.158192638,915012.158192638,915012.158192638,915012.158192638,915012.158192638,915012.158192638,NA
91,2,586301.78268473,603762.263831956,610707.949377356,617119.009605453,623772.584358053,630371.528917056,637036.748262649,637036.748262649,637036.748262649,637036.748262649,637036.748262649,637036.748262649,637036.748262649,NA
92,2,572757.134369278,574217.216947197,575312.610405068,576015.536749779,576833.194628598,577574.277595919,577875.44045539,577875.44045539,577875.44045539,577875.44045539,577875.44045539,577875.44045539,577875.44045539,NA
93,2,441813.911282144,541918.479360568,591768.302814673,641715.762375985,661683.060042369,678669.745831824,694870.496189045,694870.496189045,694870.496189045,694870.496189045,694870.496189045,694870.496189045,694870.496189045,NA
94,2,614914.356938911,681364.293716847,699260.317707749,720097.584865948,741139.514464677,751566.365566451,762654.698646855,762654.698646855,762654.698646855,762654.698646855,762654.698646855,762654.698646855,762654.698646855,NA
95,2,233350.094079863,384253.690756261,448981.36446455,538658.575743544,638180.232523556,679239.419523395,718074.133611674,718074.133611674,718074.133611674,718074.133611674,718074.133611674,718074.133611674,718074.133611674,NA
96,2,620636.891602732,722319.00786435,758321.966775386,786668.894305445,819504.557862271,830494.709353676,855445.826045662,855445.826045662,855445.826045662,855445.826045662,855445.826045662,855445.826045662,855445.826045662,NA
97,2,623642.595555769,691583.806689551,740228.501825518,792134.076943114,813845.691827083,828731.486812696,861377.82551011,861377.82551011,861377.82551011,861377.82551011,861377.82551011,861377.82551011,861377.82551011,NA
98,2,515284.783435259,564712.717899764,603050.599352621,637447.044650154,664435.552656405,686709.746528194,724208.017193747,724208.017193747,724208.017193747,724208.017193747,724208.017193747,724208.017193747,724208.017193747,NA
99,3,519538.951291903,609396.888328524,648964.02905969,682378.163911604,718679.681050959,732220.849256927,750829.428924998,750829.428924998,750829.428924998,750829.428924998,750829.428924998,750829.428924998,NA,NA
100,3,545325.810274482,581822.744337576,591446.141473697,605505.586131874,616657.026437493,621911.870304992,629348.663986114,629348.663986114,629348.663986114,629348.663986114,629348.663986114,629348.663986114,NA,NA
101,3,661519.295083528,724993.088461317,757971.329616306,791390.151762876,828811.477211595,849026.200669623,865307.506747474,865307.506747474,865307.506747474,865307.506747474,865307.506747474,865307.506747474,NA,NA
102,3,307255.770792109,394304.902988531,407239.46985824,438121.438948713,453486.138313637,474957.581000675,492454.574767422,492454.574767422,492454.574767422,492454.574767422,492454.574767422,492454.574767422,NA,NA
103,3,418219.759360404,547351.956877574,620404.853527227,661790.504800743,723023.573938995,785048.473275296,829270.071816336,829270.071816336,829270.071816336,829270.071816336,829270.071816336,829270.071816336,NA,NA
104,3,463113.226417191,525644.832519756,569470.146511251,593772.304090077,612880.10777533,633869.30863536,652757.724694344,652757.724694344,652757.724694344,652757.724694344,652757.724694344,652757.724694344,NA,NA
105,3,467812.668223704,558200.09726484,617933.665310944,671409.681641106,703992.869631398,743105.41302352,779808.459926596,779808.459926596,779808.459926596,779808.459926596,779808.459926596,779808.459926596,NA,NA
106,3,729949.140768317,769914.648656257,786279.874995645,806392.412922883,815000.953488492,824138.127793241,830481.864219263,830481.864219263,830481.864219263,830481.864219263,830481.864219263,830481.864219263,NA,NA
107,3,692926.339518293,752777.454296589,796671.27615114,829620.57746381,861365.86524832,879514.679090576,913405.455156494,913405.455156494,913405.455156494,913405.455156494,913405.455156494,913405.455156494,NA,NA
108,3,462071.78008828,567664.842218665,619344.268548904,668503.255744899,714717.613995458,741459.613869329,765628.803294163,765628.803294163,765628.803294163,765628.803294163,765628.803294163,765628.803294163,NA,NA
109,3,463229.671466932,538448.564214349,569790.76222212,632333.040806005,662208.730183176,692979.757040962,727761.491111616,727761.491111616,727761.491111616,727761.491111616,727761.491111616,727761.491111616,NA,NA
110,3,336258.579303295,395760.988196392,423889.233448156,438845.906777024,460003.808578428,470285.529671507,490815.247046056,490815.247046056,490815.247046056,490815.247046056,490815.247046056,490815.247046056,NA,NA
111,3,659277.667680709,748322.98847022,799066.268457988,832061.10740402,876518.125316347,908942.002191197,953557.733978245,953557.733978245,953557.733978245,953557.733978245,953557.733978245,953557.733978245,NA,NA
112,3,383161.908805966,444009.923628625,490291.160992906,532705.044389579,562228.604314464,578160.109033158,593979.75502873,593979.75502873,593979.75502873,593979.75502873,593979.75502873,593979.75502873,NA,NA
113,3,468567.916932707,469888.001475131,470397.659217844,471052.547637915,471589.624213871,471818.192023087,472007.150038288,472007.150038288,472007.150038288,472007.150038288,472007.150038288,472007.150038288,NA,NA
114,3,498500.541033186,571698.437414096,624805.221741516,673808.586196262,726436.621362139,744246.627316126,788514.928388884,788514.928388884,788514.928388884,788514.928388884,788514.928388884,788514.928388884,NA,NA
115,3,512402.670091039,602961.483113679,635844.271105761,675641.117330782,719265.742951054,749252.364666347,773168.901632561,773168.901632561,773168.901632561,773168.901632561,773168.901632561,773168.901632561,NA,NA
116,3,443525.524049303,501230.748985226,524508.863211073,556641.479017506,582576.700089451,591607.781058702,608489.522148157,608489.522148157,608489.522148157,608489.522148157,608489.522148157,608489.522148157,NA,NA
117,3,648116.857476974,780127.182680981,815454.776351455,846376.000430602,885726.39957365,908881.8702082,946361.68701388,946361.68701388,946361.68701388,946361.68701388,946361.68701388,946361.68701388,NA,NA
118,3,468896.460642953,512158.508745235,524856.932294354,539577.952742892,556344.163205849,565728.546852542,575700.215513469,575700.215513469,575700.215513469,575700.215513469,575700.215513469,575700.215513469,NA,NA
119,3,620721.65025613,656023.034751529,667239.186712458,675628.166993496,685618.930721501,688911.680272169,700044.040245143,700044.040245143,700044.040245143,700044.040245143,700044.040245143,700044.040245143,NA,NA
120,3,737349.804090537,818150.900909784,879954.642090518,923570.242432776,947008.375015013,972591.321326343,990110.937765542,990110.937765542,990110.937765542,990110.937765542,990110.937765542,990110.937765542,NA,NA
121,3,575311.772423631,603880.379474067,615310.691191005,630825.23725483,646371.026249721,656275.24678214,667117.542042182,667117.542042182,667117.542042182,667117.542042182,667117.542042182,667117.542042182,NA,NA
122,3,832547.65811741,845422.785330619,849531.821438192,853260.829256768,857542.396830608,860723.307998888,865694.534912909,865694.534912909,865694.534912909,865694.534912909,865694.534912909,865694.534912909,NA,NA
123,3,327473.931467467,387584.46073141,422775.536351364,458919.094003217,482940.742549577,497267.314576918,519530.209064104,519530.209064104,519530.209064104,519530.209064104,519530.209064104,519530.209064104,NA,NA
124,3,546237.097243157,604593.987172565,633336.708601409,654680.365250617,675883.730394687,696686.033816323,720145.594162207,720145.594162207,720145.594162207,720145.594162207,720145.594162207,720145.594162207,NA,NA
125,3,370440.996701603,418442.809232035,452221.893034191,481657.767738964,503126.916112132,518293.270720802,535017.985033815,535017.985033815,535017.985033815,535017.985033815,535017.985033815,535017.985033815,NA,NA
126,3,343309.673274316,407279.584770483,447001.271355806,485934.894698716,522313.260154131,547856.718235177,573050.315960044,573050.315960044,573050.315960044,573050.315960044,573050.315960044,573050.315960044,NA,NA
127,3,452293.794466276,498612.267342115,514484.999559303,530172.04263631,549386.471581871,561229.054793736,575972.029257582,575972.029257582,575972.029257582,575972.029257582,575972.029257582,575972.029257582,NA,NA
128,3,571237.171918926,675337.709845629,712611.010485566,761667.854675859,785667.439629267,833584.150480604,859261.639860206,859261.639860206,859261.639860206,859261.639860206,859261.639860206,859261.639860206,NA,NA
129,3,710233.762878197,783696.5655669,832584.108248034,868270.278597681,902445.874010872,935899.996156458,970982.224844334,970982.224844334,970982.224844334,970982.224844334,970982.224844334,970982.224844334,NA,NA
130,3,451244.438115705,571480.053593122,603834.641471577,649729.076031248,692822.87618759,732039.638637979,755655.391449168,755655.391449168,755655.391449168,755655.391449168,755655.391449168,755655.391449168,NA,NA
131,3,414923.659171118,457203.887696188,466330.428409238,484373.656228515,500395.537139952,513584.452326035,519603.882243942,519603.882243942,519603.882243942,519603.882243942,519603.882243942,519603.882243942,NA,NA
132,3,486149.377267098,598327.332598985,658507.286375696,719310.533735405,742027.664214598,770133.307703692,798676.404527539,798676.404527539,798676.404527539,798676.404527539,798676.404527539,798676.404527539,NA,NA
133,3,515834.876898593,636861.764387812,701292.935199381,767096.690106186,811741.141656967,850239.290881423,885726.045975918,885726.045975918,885726.045975918,885726.045975918,885726.045975918,885726.045975918,NA,NA
134,3,383228.739047619,475132.338045031,511789.366971873,550034.483777054,572478.865086756,587048.353720964,605109.964297612,605109.964297612,605109.964297612,605109.964297612,605109.964297612,605109.964297612,NA,NA
135,3,581987.751040347,594331.393752049,597128.741214706,606559.029964485,611131.938966119,617387.219725736,621454.817098891,621454.817098891,621454.817098891,621454.817098891,621454.817098891,621454.817098891,NA,NA
136,3,607489.097556389,656067.321071241,728614.230099816,762237.934865442,807414.832699011,832836.360787435,870476.937764113,870476.937764113,870476.937764113,870476.937764113,870476.937764113,870476.937764113,NA,NA
137,3,364038.122953562,438384.291023374,476820.801356181,502272.316616674,522560.471728853,539911.587578278,564332.437057661,564332.437057661,564332.437057661,564332.437057661,564332.437057661,564332.437057661,NA,NA
138,3,436787.99378267,567759.214147044,634886.458851328,691227.579835917,728737.877627867,755707.131223038,803219.752046028,803219.752046028,803219.752046028,803219.752046028,803219.752046028,803219.752046028,NA,NA
139,3,739530.465480249,838455.89514765,882352.002293017,943304.36938475,982859.887101767,1017872.82738072,1046990.19582241,1046990.19582241,1046990.19582241,1046990.19582241,1046990.19582241,1046990.19582241,NA,NA
140,3,477582.126446788,550467.003785746,592384.519214554,632661.218731332,659370.527516603,673365.745823498,699389.205970601,699389.205970601,699389.205970601,699389.205970601,699389.205970601,699389.205970601,NA,NA
141,3,518374.698303234,622713.543402391,656108.744861206,692790.434510666,725712.585964474,748274.976695446,779924.120872362,779924.120872362,779924.120872362,779924.120872362,779924.120872362,779924.120872362,NA,NA
