"year","1","2","3","4","5","6","7","8","9","10","11","12","notification_level"
3,267234.032378102,404633.394187036,535432.110393671,628498.036935662,723900.854942829,752236.440229999,718235.062603933,692147.965311378,679983.540942516,669376.347412575,NA,NA,750000
3,289886.456461746,404064.706834972,557954.265464367,742454.265629197,925300.822002002,1021381.40807272,914624.89968976,875529.136475061,850234.778015857,829605.168484786,NA,NA,750000
3,650922.323306561,873153.063482602,925298.548044162,996201.838479098,1048951.9038167,1074653.39387708,1061535.0812983,1035608.35726558,1030822.40290194,1026302.14528613,NA,NA,750000
3,345084.1594782,497263.349177025,587959.348618216,639244.9663998,709147.836364495,752766.097608872,720449.997685722,692085.93090506,675223.010326935,665011.350484742,NA,NA,750000
3,297261.836803742,521893.443206183,607724.574816265,732663.937146386,801421.419761449,820328.897360622,808275.456071843,795355.318020606,788056.704237286,782955.621079016,NA,NA,750000
3,481998.660213835,706577.244277502,762184.823721421,852606.079117004,943908.411752368,973942.362427151,940763.291718734,923406.869169996,913250.081948166,908503.503113984,NA,NA,750000
3,774377.568925391,844515.954975888,877235.821882533,929604.158070241,969514.806787144,990280.360334914,973940.066889282,961395.078140619,952478.451837695,947823.874594366,NA,NA,750000
3,450864.819924846,733517.496932577,837461.124131242,981838.622767836,1095631.21947583,1159379.64886468,1114189.40198597,1075520.14059811,1060623.96892029,1046500.80114929,NA,NA,750000
3,417706.341832103,633341.944487867,731512.25233351,839497.209816161,890951.160548995,924347.763038119,893345.372506613,878216.450975747,870104.430091381,862512.417439732,NA,NA,750000
3,517930.048445057,607849.131423148,713786.770766759,817298.250294402,978068.471590446,1108772.01252318,1015548.55645908,939873.871856943,909849.308955803,876341.797353974,NA,NA,750000
3,401025.848499078,605409.80765997,695452.463574111,826174.150236425,850134.581114996,842763.452345469,849320.687515634,852272.49057634,853999.422534223,856543.704355351,NA,NA,750000
3,350900.39415382,505811.364004063,577210.745238214,766226.001359771,780772.661602058,789314.277090279,781747.178345423,773938.399756476,773406.424558787,773002.019869269,NA,NA,750000
3,384856.037227637,494054.639044812,567750.562004288,599293.473873873,800178.782269778,933678.183485546,728206.914820523,689942.695652074,676185.763994352,665216.652734205,NA,NA,750000
3,361071.514971613,575566.961781194,706516.089126075,876894.154661791,1056163.59433375,1118280.16941914,1049372.1287418,1028908.12392558,1014088.376408,980744.315032868,NA,NA,750000
3,566070.056400491,692862.593172256,777479.440759684,929446.728696132,962036.207943432,975457.753809969,963793.190032147,954784.504600567,951113.247254911,945883.16101541,NA,NA,750000
3,425005.277250711,525121.921221906,577718.973431063,732826.058177977,829066.264246531,861470.743269437,826581.987156493,795217.375943132,789233.149173039,783940.93596317,NA,NA,750000
3,313277.31114639,564879.127041114,672442.818320734,893279.94320434,891352.996252945,889985.603534038,891051.732555858,891868.569300445,892065.737129058,892609.333941087,NA,NA,750000
3,419685.769215381,644526.606128391,691821.214540102,940294.773282277,992379.777669183,1012722.90252356,995926.072015391,989127.161122327,983668.998769544,976479.097332284,NA,NA,750000
3,532881.376114506,616835.878173348,671700.236309824,789164.547769507,771026.675799419,760576.752698979,768744.130521677,773962.149259716,777162.89385001,779489.575975565,NA,NA,750000
3,576869.582957158,723694.976272784,785112.6870337,893612.647897085,936415.83927164,944224.880680062,936626.869770562,931234.874754826,929598.307924842,929002.23561488,NA,NA,750000
3,234447.24433072,449190.241254095,517519.298288724,642451.87613793,776542.988626358,819513.717118147,784980.231950791,756342.331901188,736337.285126124,709482.801912733,NA,NA,750000
3,854038.049843809,996240.188166927,1079286.30264146,1217385.52645365,1263016.68936675,1283028.75409809,1259534.9773557,1250559.71300514,1247641.5534472,1241866.95326497,NA,NA,750000
3,415221.394712962,772158.097250588,881451.740600717,1082981.8782871,1070058.51856099,1065627.94544366,1072425.46676119,1073519.32462084,1075362.97548617,1076379.86081045,NA,NA,750000
3,636946.373912088,689801.052144148,713080.255526034,781204.727193752,752211.38164445,742620.417471966,755564.132565929,764857.22668525,766668.096745355,768245.150431348,NA,NA,750000
3,578548.919126302,673522.127702274,731431.280499903,801483.144062082,818551.864924687,825969.460657251,818834.883436685,811587.549942661,810341.56065232,808616.939138395,NA,NA,750000
3,179178.80786433,456663.96086705,562707.52259522,793777.286263598,1047632.5694046,1173056.03752166,1055648.60738871,929488.549609558,911823.009505813,902360.066308528,NA,NA,750000
3,546816.801022788,751431.651249177,791017.600815829,860349.67345762,935976.981353572,976978.585490881,913764.716780025,901434.796531685,894560.54922821,886920.853521616,NA,NA,750000
3,596952.836821719,669700.307039571,733802.848007987,868494.112061369,868088.723864299,867872.857298104,868043.776815085,868213.790223691,868260.565117388,868306.129421225,NA,NA,750000
3,501643.886266107,621364.199112448,709281.239003518,743893.826761814,904926.861874397,988131.837868816,923512.670899154,869630.388620076,851273.410022512,834585.208299285,NA,NA,750000
3,392002.697873075,592771.009639977,723337.731343645,972271.945215351,920637.116395619,896071.577651573,931886.209990751,940724.036175396,944657.212530687,949195.008818426,NA,NA,750000
3,351453.184646556,478993.924731864,556262.513412171,696824.591662136,862322.84925763,976894.327423432,875207.628714131,782572.844187808,772637.694988654,758721.764311912,NA,NA,750000
3,229822.042346181,449545.204383081,527141.882983896,714040.976961814,899006.431024433,1052132.95111985,918758.608371393,848565.037445863,817577.599984703,790995.443036242,NA,NA,750000
3,345728.371474932,531353.004071866,609296.909247101,732641.816450854,797557.289245611,835469.69375392,805351.785521199,785206.229887263,768241.650952076,761334.190764946,NA,NA,750000
3,332605.021161871,405142.263012132,495250.038062556,620665.504223292,752653.205701571,812838.948370982,713574.877400647,680958.228733609,672238.482127464,667590.263504686,NA,NA,750000
3,629355.051451204,725618.041374773,749074.117749167,797588.880172914,804645.312202577,807379.00723169,804660.015862414,803031.781782048,802677.658748292,802319.010188623,NA,NA,750000
3,691330.761228176,830455.518831033,888237.336694717,1002493.0119608,1035622.1408924,1045039.6817941,1034414.73966646,1031087.94196786,1028657.28480015,1027162.15970259,NA,NA,750000
3,399431.043430169,457390.461013138,533465.263880173,608554.848415998,799883.790844913,874170.554868787,830627.119783245,749682.824553516,728976.772451522,716159.095936497,NA,NA,750000
3,572421.046666163,660750.405619734,739496.178175668,801151.417177698,950955.705779329,1043341.05302621,947816.517062636,902465.055008537,882422.545120277,863246.804630348,NA,NA,750000
3,615775.433491825,763805.061644889,853496.132310595,924045.985147753,1031800.67057044,1083614.45100888,1029465.34214958,993749.484928829,981325.611953479,967552.416766822,NA,NA,750000
3,398765.306311168,445679.134270996,587259.884557856,701135.860960098,1025526.60344958,1273625.86558882,969825.483496628,888094.775363267,865593.266681714,836495.983413197,NA,NA,750000
3,531010.911151404,611707.31536316,693562.907515535,816060.800634209,792173.592613264,779341.659369446,791775.864664105,797191.200804466,799684.156808979,802318.590118947,NA,NA,750000
4,509314.729702027,699240.733452159,807229.427769439,938430.477533813,1051395.67948039,1114904.53701862,1056419.38238468,1011132.33215684,1000976.31155865,NA,NA,NA,750000
4,340180.069330165,638118.30817328,713229.954277377,912251.028977738,1117927.92862321,1247815.42034729,1146619.90736409,1013759.87226888,1011318.03063042,NA,NA,NA,750000
4,340378.959282229,515507.893972325,657899.240135106,808980.530993255,836229.599292621,852112.050434086,837089.720165641,830655.720145312,825050.403671531,NA,NA,NA,750000
4,366417.189920517,496582.810153332,554064.928050057,722719.624844646,773447.439768343,793741.970271464,773236.677150619,757369.424454952,754501.874959599,NA,NA,NA,750000
4,494309.560853185,644910.52071662,699481.691081247,825538.399981092,888585.233960116,920659.615793309,878740.873433741,870302.176120723,866719.343586402,NA,NA,NA,750000
4,274914.725670169,430476.651639783,572044.180424444,703685.779767983,882482.807990575,933951.123481429,855190.393905349,832429.587323555,820118.108652771,NA,NA,NA,750000
4,392070.280838891,482771.737247634,584428.215596964,766203.749456652,840008.232026543,873812.537343445,845387.669513296,823774.507267955,817842.934363435,NA,NA,NA,750000
4,455153.222278927,610931.804740496,730766.912492776,818378.025191073,940361.789212261,1032904.37987436,954978.12849638,913229.836107358,900935.459011737,NA,NA,NA,750000
4,490719.381057377,640170.560662343,693842.895822854,819257.958185536,1049053.05120505,1150685.69651075,1053884.83806564,970369.148072282,955953.332660691,NA,NA,NA,750000
4,393689.381740139,442862.743430927,570384.698097463,720357.11390718,900645.116126493,1013415.96846725,868881.883634784,819500.303530879,797382.218390688,NA,NA,NA,750000
4,278424.427870925,549249.332433013,675779.39762939,739872.636288892,844060.183103612,873709.206712737,842039.236300829,820193.89352087,816427.496385272,NA,NA,NA,750000
4,507084.460911562,812660.646417287,887034.676607486,1027229.94650082,1090906.55022131,1117388.60922676,1086377.0629412,1062615.73760369,1057560.67533074,NA,NA,NA,750000
4,824958.153072711,912545.372164008,995885.749635142,1140010.40288412,1183892.58613873,1200367.562323,1180029.04946551,1174062.92015281,1170942.76105965,NA,NA,NA,750000
4,563235.730452475,722432.742130027,763580.915732833,862931.676638741,883204.537053016,891826.682930057,885274.618887209,877337.704000599,875952.039243043,NA,NA,NA,750000
4,349089.584372908,599409.132391317,656947.983387663,796006.43176115,883243.77876138,885678.683144761,880767.973586696,877889.023305159,876995.08014301,NA,NA,NA,750000
4,240146.474151397,404822.351840979,503708.673985991,718114.81506723,757069.521358283,771342.410462462,761677.953123796,751206.231440654,748340.758039565,NA,NA,NA,750000
4,524979.938788381,726577.731371235,803716.018946413,916615.269081413,1114018.42670718,1295391.64056009,1162571.10785519,1069184.06728474,1033412.65314113,NA,NA,NA,750000
4,412349.758311722,588988.644066242,687059.358366843,990838.139953786,947105.881695312,912467.04460944,940048.667275253,970809.625610118,972800.418107259,NA,NA,NA,750000
4,436126.791039172,604464.589687594,704477.607822863,827104.824949633,893843.916038357,940552.984631235,891274.942918772,869911.895247451,858362.216353252,NA,NA,NA,750000
4,464926.236349351,598945.226202756,681150.7822004,784630.781261036,880352.44763712,941027.411001407,888219.534141916,862214.944262793,843631.477283606,NA,NA,NA,750000
4,653243.002423452,795066.208110362,922037.544769179,1042647.01874673,1072793.0307349,1099815.79061682,1084813.54933563,1068062.03257441,1062544.42299457,NA,NA,NA,750000
4,631371.055329107,850823.04410173,932169.773992666,1066269.00635333,1192200.43006085,1259517.8841338,1198779.92516771,1148131.44121485,1142132.0983371,NA,NA,NA,750000
4,339400.65182541,529942.205653878,597735.949346301,715620.634728853,815485.710402382,837923.996615648,820450.336454528,795574.643001381,792004.798366086,NA,NA,NA,750000
4,688522.923438673,842535.734160521,907845.583913957,1089102.88610644,1072293.80430059,1061242.58925667,1069632.30151462,1073801.05750063,1077148.29114284,NA,NA,NA,750000
4,303489.241230761,528313.38488613,640849.955305124,823981.655295015,866956.641408604,889343.219588269,864712.641471991,854680.593843621,850265.077788482,NA,NA,NA,750000
4,571364.89407874,694194.818532291,740422.353316307,824632.20409775,875820.523206168,901985.793778394,884297.162610979,868638.515924165,862369.688901467,NA,NA,NA,750000
4,404336.372154014,534231.911757001,631301.469298723,749867.951019751,856758.572738403,865143.090321993,820955.628623997,808804.351715044,803415.466091955,NA,NA,NA,750000
4,446313.829270659,827521.469881262,912320.753382953,1033465.64059764,1125860.70882522,1166063.26145945,1130023.76995108,1110074.28012103,1105399.44265253,NA,NA,NA,750000
4,377370.100204153,643770.340360931,721612.751073509,902073.711619405,877989.18420712,864856.087719318,873488.089077163,881686.195935609,886215.716939226,NA,NA,NA,750000
4,300446.750680207,551419.813039251,692550.100680157,867178.176159401,1296066.48353658,1498839.85852434,1334880.59689012,1142991.64222775,1090513.57526082,NA,NA,NA,750000
4,403156.519569506,578755.094803609,653498.404023325,764952.929283392,796874.902080653,800116.072894756,796995.088455993,794686.778603938,793982.258156499,NA,NA,NA,750000
4,734272.146063558,809178.369595804,890137.90902491,986085.60979831,1058756.42877069,1100655.62168108,1067347.86808412,1025336.16957749,1022367.99827268,NA,NA,NA,750000
4,525038.51209757,644734.790841095,712502.760183429,862662.433853009,1065602.86671763,1204390.11074078,1087096.01583225,954493.564523475,945297.532461661,NA,NA,NA,750000
4,439695.162662976,649714.189255574,781896.232682599,883212.778759725,1239796.407778,1500611.16534241,1365088.02137479,1192684.81424351,1087255.23843649,NA,NA,NA,750000
4,468153.379887793,819684.734904196,929843.346302842,1134234.95871418,1114945.05071363,1099962.13411121,1113406.12380113,1120123.26578584,1122647.1495079,NA,NA,NA,750000
4,538213.935166622,689466.205447371,752042.381990802,835448.243473436,974000.110082062,1021786.89443315,944297.893192875,896603.27875492,894258.185652049,NA,NA,NA,750000
4,237274.656033862,499386.107860592,624003.890093754,826652.278939098,921984.989271112,968197.81319526,904186.692329793,870419.037412666,865682.186796815,NA,NA,NA,750000
4,824752.894644584,1114337.25073219,1205153.13809863,1314836.5966086,1395591.54225503,1420672.63936242,1395799.33314543,1387691.05685768,1376076.77015465,NA,NA,NA,750000
4,461298.409882153,697045.412496,811434.2373465,995363.011307317,1026387.28768595,1052753.53523507,1033980.47793251,1023675.40481423,1016215.70932522,NA,NA,NA,750000
4,419109.690722589,567434.516856756,695431.462146362,845596.009074333,925730.680069552,959273.690425916,903977.662131843,879733.030305015,876251.438085803,NA,NA,NA,750000
4,303333.155430446,487288.708550099,609988.24500274,786408.246870953,940636.479687037,995171.604821349,940739.722369265,900772.975183388,893881.462670314,NA,NA,NA,750000
4,346145.404578749,635521.789612691,739805.041139237,883735.297743441,1027251.32316173,1080262.02953435,1038418.10326589,995594.058894357,983106.584439495,NA,NA,NA,750000
4,550510.576351771,1012142.82308994,1083615.37440323,1248105.94329713,1445502.87409594,1527485.23517427,1440018.10888534,1414799.23853139,1384186.08344829,NA,NA,NA,750000
4,407652.85045315,614658.063183659,701753.564128409,839307.232695553,974206.154741613,1072321.95465193,984724.75820118,941251.514343951,914811.176665449,NA,NA,NA,750000
4,151855.762087042,457924.899664493,615848.218441234,821449.00147107,848352.710086912,862590.873726574,847837.169427502,839320.283155974,837504.821034379,NA,NA,NA,750000
4,530852.082646488,730183.630433318,841310.913936332,929417.117044464,961495.455290443,969217.275245013,963635.867114868,958600.682334084,956548.398670801,NA,NA,NA,750000
